,Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
7264,HG1,NOX,18/06/2018 16:00,25.7,ug m-3 as NO2,P
7265,HG1,NOX,18/06/2018 16:15,30.7,ug m-3 as NO2,P
7266,HG1,NOX,18/06/2018 16:30,21.1,ug m-3 as NO2,P
7267,HG1,NOX,18/06/2018 16:45,32.7,ug m-3 as NO2,P
7268,HG1,NOX,18/06/2018 17:00,26.4,ug m-3 as NO2,P
7269,HG1,NOX,18/06/2018 17:15,24.8,ug m-3 as NO2,P
7270,HG1,NOX,18/06/2018 17:30,37.3,ug m-3 as NO2,P
7271,HG1,NOX,18/06/2018 17:45,34.8,ug m-3 as NO2,P
7272,HG1,NOX,18/06/2018 18:00,39.2,ug m-3 as NO2,P
7273,HG1,NOX,18/06/2018 18:15,52.1,ug m-3 as NO2,P
7274,HG1,NOX,18/06/2018 18:30,50.3,ug m-3 as NO2,P
7275,HG1,NOX,18/06/2018 18:45,34.7,ug m-3 as NO2,P
7276,HG1,NOX,18/06/2018 19:00,35.7,ug m-3 as NO2,P
7277,HG1,NOX,18/06/2018 19:15,36.3,ug m-3 as NO2,P
7278,HG1,NOX,18/06/2018 19:30,31.4,ug m-3 as NO2,P
7279,HG1,NOX,18/06/2018 19:45,53.9,ug m-3 as NO2,P
7280,HG1,NOX,18/06/2018 20:00,39.9,ug m-3 as NO2,P
7281,HG1,NOX,18/06/2018 20:15,40.7,ug m-3 as NO2,P
7282,HG1,NOX,18/06/2018 20:30,45.9,ug m-3 as NO2,P
7283,HG1,NOX,18/06/2018 20:45,40.8,ug m-3 as NO2,P
7284,HG1,NOX,18/06/2018 21:00,49.6,ug m-3 as NO2,P
7285,HG1,NOX,18/06/2018 21:15,57.3,ug m-3 as NO2,P
7286,HG1,NOX,18/06/2018 21:30,37.1,ug m-3 as NO2,P
7287,HG1,NOX,18/06/2018 21:45,48.6,ug m-3 as NO2,P
7288,HG1,NOX,18/06/2018 22:00,61.9,ug m-3 as NO2,P
7289,HG1,NOX,18/06/2018 22:15,52.5,ug m-3 as NO2,P
7290,HG1,NOX,18/06/2018 22:30,38.7,ug m-3 as NO2,P
7291,HG1,NOX,18/06/2018 22:45,39.0,ug m-3 as NO2,P
7292,HG1,NOX,18/06/2018 23:00,32.3,ug m-3 as NO2,P
7293,HG1,NOX,18/06/2018 23:15,25.4,ug m-3 as NO2,P
7294,HG1,NOX,18/06/2018 23:30,23.4,ug m-3 as NO2,P
7295,HG1,NOX,18/06/2018 23:45,17.0,ug m-3 as NO2,P
7296,HG1,NOX,19/06/2018 00:00,13.3,ug m-3 as NO2,P
7297,HG1,NOX,19/06/2018 00:15,18.1,ug m-3 as NO2,P
7298,HG1,NOX,19/06/2018 00:30,10.6,ug m-3 as NO2,P
7299,HG1,NOX,19/06/2018 00:45,,ug m-3 as NO2,P
7300,HG1,NOX,19/06/2018 01:00,,ug m-3 as NO2,P
7301,HG1,NOX,19/06/2018 01:15,11.8,ug m-3 as NO2,P
7302,HG1,NOX,19/06/2018 01:30,7.7,ug m-3 as NO2,P
7303,HG1,NOX,19/06/2018 01:45,9.1,ug m-3 as NO2,P
7304,HG1,NOX,19/06/2018 02:00,6.0,ug m-3 as NO2,P
7305,HG1,NOX,19/06/2018 02:15,5.5,ug m-3 as NO2,P
7306,HG1,NOX,19/06/2018 02:30,6.7,ug m-3 as NO2,P
7307,HG1,NOX,19/06/2018 02:45,6.4,ug m-3 as NO2,P
7308,HG1,NOX,19/06/2018 03:00,5.8,ug m-3 as NO2,P
7309,HG1,NOX,19/06/2018 03:15,11.2,ug m-3 as NO2,P
7310,HG1,NOX,19/06/2018 03:30,6.2,ug m-3 as NO2,P
7311,HG1,NOX,19/06/2018 03:45,9.2,ug m-3 as NO2,P
7312,HG1,NOX,19/06/2018 04:00,10.5,ug m-3 as NO2,P
7313,HG1,NOX,19/06/2018 04:15,9.4,ug m-3 as NO2,P
7314,HG1,NOX,19/06/2018 04:30,12.8,ug m-3 as NO2,P
7315,HG1,NOX,19/06/2018 04:45,8.9,ug m-3 as NO2,P
7316,HG1,NOX,19/06/2018 05:00,15.4,ug m-3 as NO2,P
7317,HG1,NOX,19/06/2018 05:15,23.2,ug m-3 as NO2,P
7318,HG1,NOX,19/06/2018 05:30,27.4,ug m-3 as NO2,P
7319,HG1,NOX,19/06/2018 05:45,30.5,ug m-3 as NO2,P
7320,HG1,NOX,19/06/2018 06:00,28.8,ug m-3 as NO2,P
7321,HG1,NOX,19/06/2018 06:15,30.3,ug m-3 as NO2,P
7322,HG1,NOX,19/06/2018 06:30,33.2,ug m-3 as NO2,P
7323,HG1,NOX,19/06/2018 06:45,33.3,ug m-3 as NO2,P
7324,HG1,NOX,19/06/2018 07:00,40.4,ug m-3 as NO2,P
7325,HG1,NOX,19/06/2018 07:15,21.2,ug m-3 as NO2,P
7326,HG1,NOX,19/06/2018 07:30,41.0,ug m-3 as NO2,P
7327,HG1,NOX,19/06/2018 07:45,36.8,ug m-3 as NO2,P
7328,HG1,NOX,19/06/2018 08:00,103.1,ug m-3 as NO2,P
7329,HG1,NOX,19/06/2018 08:15,29.5,ug m-3 as NO2,P
7330,HG1,NOX,19/06/2018 08:30,62.4,ug m-3 as NO2,P
7331,HG1,NOX,19/06/2018 08:45,67.0,ug m-3 as NO2,P
7332,HG1,NOX,19/06/2018 09:00,52.8,ug m-3 as NO2,P
7333,HG1,NOX,19/06/2018 09:15,49.3,ug m-3 as NO2,P
7334,HG1,NOX,19/06/2018 09:30,59.0,ug m-3 as NO2,P
7335,HG1,NOX,19/06/2018 09:45,69.5,ug m-3 as NO2,P
7336,HG1,NOX,19/06/2018 10:00,76.5,ug m-3 as NO2,P
7337,HG1,NOX,19/06/2018 10:15,92.8,ug m-3 as NO2,P
7338,HG1,NOX,19/06/2018 10:30,53.5,ug m-3 as NO2,P
7339,HG1,NOX,19/06/2018 10:45,88.5,ug m-3 as NO2,P
7340,HG1,NOX,19/06/2018 11:00,75.6,ug m-3 as NO2,P
7341,HG1,NOX,19/06/2018 11:15,58.7,ug m-3 as NO2,P
7342,HG1,NOX,19/06/2018 11:30,80.5,ug m-3 as NO2,P
7343,HG1,NOX,19/06/2018 11:45,55.6,ug m-3 as NO2,P
7344,HG1,NOX,19/06/2018 12:00,88.0,ug m-3 as NO2,P
7345,HG1,NOX,19/06/2018 12:15,59.1,ug m-3 as NO2,P
7346,HG1,NOX,19/06/2018 12:30,52.4,ug m-3 as NO2,P
7347,HG1,NOX,19/06/2018 12:45,52.5,ug m-3 as NO2,P
7348,HG1,NOX,19/06/2018 13:00,50.1,ug m-3 as NO2,P
7349,HG1,NOX,19/06/2018 13:15,63.8,ug m-3 as NO2,P
7350,HG1,NOX,19/06/2018 13:30,52.7,ug m-3 as NO2,P
7351,HG1,NOX,19/06/2018 13:45,68.4,ug m-3 as NO2,P
7352,HG1,NOX,19/06/2018 14:00,89.8,ug m-3 as NO2,P
7353,HG1,NOX,19/06/2018 14:15,73.5,ug m-3 as NO2,P
7354,HG1,NOX,19/06/2018 14:30,70.3,ug m-3 as NO2,P
7355,HG1,NOX,19/06/2018 14:45,57.6,ug m-3 as NO2,P
7356,HG1,NOX,19/06/2018 15:00,70.7,ug m-3 as NO2,P
7357,HG1,NOX,19/06/2018 15:15,52.6,ug m-3 as NO2,P
7358,HG1,NOX,19/06/2018 15:30,77.7,ug m-3 as NO2,P
7359,HG1,NOX,19/06/2018 15:45,77.7,ug m-3 as NO2,P
7360,HG1,NOX,19/06/2018 16:00,58.2,ug m-3 as NO2,P
7361,HG1,NOX,19/06/2018 16:15,58.9,ug m-3 as NO2,P
7362,HG1,NOX,19/06/2018 16:30,68.4,ug m-3 as NO2,P
7363,HG1,NOX,19/06/2018 16:45,71.8,ug m-3 as NO2,P
7364,HG1,NOX,19/06/2018 17:00,56.3,ug m-3 as NO2,P
7365,HG1,NOX,19/06/2018 17:15,55.3,ug m-3 as NO2,P
7366,HG1,NOX,19/06/2018 17:30,75.2,ug m-3 as NO2,P
7367,HG1,NOX,19/06/2018 17:45,71.6,ug m-3 as NO2,P
7368,HG1,NOX,19/06/2018 18:00,42.4,ug m-3 as NO2,P
7369,HG1,NOX,19/06/2018 18:15,55.1,ug m-3 as NO2,P
7370,HG1,NOX,19/06/2018 18:30,62.8,ug m-3 as NO2,P
7371,HG1,NOX,19/06/2018 18:45,40.8,ug m-3 as NO2,P
7372,HG1,NOX,19/06/2018 19:00,56.0,ug m-3 as NO2,P
7373,HG1,NOX,19/06/2018 19:15,53.5,ug m-3 as NO2,P
7374,HG1,NOX,19/06/2018 19:30,61.3,ug m-3 as NO2,P
7375,HG1,NOX,19/06/2018 19:45,50.5,ug m-3 as NO2,P
7376,HG1,NOX,19/06/2018 20:00,55.1,ug m-3 as NO2,P
7377,HG1,NOX,19/06/2018 20:15,60.9,ug m-3 as NO2,P
7378,HG1,NOX,19/06/2018 20:30,60.8,ug m-3 as NO2,P
7379,HG1,NOX,19/06/2018 20:45,43.5,ug m-3 as NO2,P
7380,HG1,NOX,19/06/2018 21:00,80.3,ug m-3 as NO2,P
7381,HG1,NOX,19/06/2018 21:15,56.7,ug m-3 as NO2,P
7382,HG1,NOX,19/06/2018 21:30,53.9,ug m-3 as NO2,P
7383,HG1,NOX,19/06/2018 21:45,68.0,ug m-3 as NO2,P
7384,HG1,NOX,19/06/2018 22:00,71.8,ug m-3 as NO2,P
7385,HG1,NOX,19/06/2018 22:15,69.4,ug m-3 as NO2,P
7386,HG1,NOX,19/06/2018 22:30,60.5,ug m-3 as NO2,P
7387,HG1,NOX,19/06/2018 22:45,53.2,ug m-3 as NO2,P
7388,HG1,NOX,19/06/2018 23:00,51.0,ug m-3 as NO2,P
7389,HG1,NOX,19/06/2018 23:15,47.7,ug m-3 as NO2,P
7390,HG1,NOX,19/06/2018 23:30,57.7,ug m-3 as NO2,P
7391,HG1,NOX,19/06/2018 23:45,39.2,ug m-3 as NO2,P
7392,HG1,NOX,20/06/2018 00:00,38.6,ug m-3 as NO2,P
7393,HG1,NOX,20/06/2018 00:15,44.5,ug m-3 as NO2,P
7394,HG1,NOX,20/06/2018 00:30,47.7,ug m-3 as NO2,P
7395,HG1,NOX,20/06/2018 00:45,,ug m-3 as NO2,P
7396,HG1,NOX,20/06/2018 01:00,,ug m-3 as NO2,P
7397,HG1,NOX,20/06/2018 01:15,38.5,ug m-3 as NO2,P
7398,HG1,NOX,20/06/2018 01:30,29.2,ug m-3 as NO2,P
7399,HG1,NOX,20/06/2018 01:45,29.4,ug m-3 as NO2,P
7400,HG1,NOX,20/06/2018 02:00,30.8,ug m-3 as NO2,P
7401,HG1,NOX,20/06/2018 02:15,31.5,ug m-3 as NO2,P
7402,HG1,NOX,20/06/2018 02:30,25.3,ug m-3 as NO2,P
7403,HG1,NOX,20/06/2018 02:45,29.1,ug m-3 as NO2,P
7404,HG1,NOX,20/06/2018 03:00,34.4,ug m-3 as NO2,P
7405,HG1,NOX,20/06/2018 03:15,30.9,ug m-3 as NO2,P
7406,HG1,NOX,20/06/2018 03:30,24.3,ug m-3 as NO2,P
7407,HG1,NOX,20/06/2018 03:45,29.9,ug m-3 as NO2,P
7408,HG1,NOX,20/06/2018 04:00,37.1,ug m-3 as NO2,P
7409,HG1,NOX,20/06/2018 04:15,33.1,ug m-3 as NO2,P
7410,HG1,NOX,20/06/2018 04:30,36.2,ug m-3 as NO2,P
7411,HG1,NOX,20/06/2018 04:45,33.1,ug m-3 as NO2,P
7412,HG1,NOX,20/06/2018 05:00,55.0,ug m-3 as NO2,P
7413,HG1,NOX,20/06/2018 05:15,47.4,ug m-3 as NO2,P
7414,HG1,NOX,20/06/2018 05:30,77.6,ug m-3 as NO2,P
7415,HG1,NOX,20/06/2018 05:45,151.0,ug m-3 as NO2,P
7416,HG1,NOX,20/06/2018 06:00,77.7,ug m-3 as NO2,P
7417,HG1,NOX,20/06/2018 06:15,93.3,ug m-3 as NO2,P
7418,HG1,NOX,20/06/2018 06:30,45.9,ug m-3 as NO2,P
7419,HG1,NOX,20/06/2018 06:45,58.3,ug m-3 as NO2,P
7420,HG1,NOX,20/06/2018 07:00,55.2,ug m-3 as NO2,P
7421,HG1,NOX,20/06/2018 07:15,65.0,ug m-3 as NO2,P
7422,HG1,NOX,20/06/2018 07:30,68.1,ug m-3 as NO2,P
7423,HG1,NOX,20/06/2018 07:45,81.6,ug m-3 as NO2,P
7424,HG1,NOX,20/06/2018 08:00,87.5,ug m-3 as NO2,P
7425,HG1,NOX,20/06/2018 08:15,81.6,ug m-3 as NO2,P
7426,HG1,NOX,20/06/2018 08:30,75.4,ug m-3 as NO2,P
7427,HG1,NOX,20/06/2018 08:45,74.9,ug m-3 as NO2,P
7428,HG1,NOX,20/06/2018 09:00,71.4,ug m-3 as NO2,P
7429,HG1,NOX,20/06/2018 09:15,87.8,ug m-3 as NO2,P
7430,HG1,NOX,20/06/2018 09:30,62.9,ug m-3 as NO2,P
7431,HG1,NOX,20/06/2018 09:45,58.6,ug m-3 as NO2,P
7432,HG1,NOX,20/06/2018 10:00,63.8,ug m-3 as NO2,P
7433,HG1,NOX,20/06/2018 10:15,72.0,ug m-3 as NO2,P
7434,HG1,NOX,20/06/2018 10:30,66.7,ug m-3 as NO2,P
7435,HG1,NOX,20/06/2018 10:45,91.6,ug m-3 as NO2,P
7436,HG1,NOX,20/06/2018 11:00,70.4,ug m-3 as NO2,P
7437,HG1,NOX,20/06/2018 11:15,72.3,ug m-3 as NO2,P
7438,HG1,NOX,20/06/2018 11:30,80.8,ug m-3 as NO2,P
7439,HG1,NOX,20/06/2018 11:45,50.7,ug m-3 as NO2,P
7440,HG1,NOX,20/06/2018 12:00,110.0,ug m-3 as NO2,P
7441,HG1,NOX,20/06/2018 12:15,71.5,ug m-3 as NO2,P
7442,HG1,NOX,20/06/2018 12:30,116.2,ug m-3 as NO2,P
7443,HG1,NOX,20/06/2018 12:45,144.39999,ug m-3 as NO2,P
7444,HG1,NOX,20/06/2018 13:00,136.0,ug m-3 as NO2,P
7445,HG1,NOX,20/06/2018 13:15,83.5,ug m-3 as NO2,P
7446,HG1,NOX,20/06/2018 13:30,107.3,ug m-3 as NO2,P
7447,HG1,NOX,20/06/2018 13:45,101.2,ug m-3 as NO2,P
7448,HG1,NOX,20/06/2018 14:00,135.39999,ug m-3 as NO2,P
7449,HG1,NOX,20/06/2018 14:15,109.0,ug m-3 as NO2,P
7450,HG1,NOX,20/06/2018 14:30,83.1,ug m-3 as NO2,P
7451,HG1,NOX,20/06/2018 14:45,118.1,ug m-3 as NO2,P
7452,HG1,NOX,20/06/2018 15:00,82.4,ug m-3 as NO2,P
7453,HG1,NOX,20/06/2018 15:15,70.1,ug m-3 as NO2,P
7454,HG1,NOX,20/06/2018 15:30,61.3,ug m-3 as NO2,P
7455,HG1,NOX,20/06/2018 15:45,46.3,ug m-3 as NO2,P
7456,HG1,NOX,20/06/2018 16:00,47.7,ug m-3 as NO2,P
7457,HG1,NOX,20/06/2018 16:15,35.7,ug m-3 as NO2,P
7458,HG1,NOX,20/06/2018 16:30,48.6,ug m-3 as NO2,P
7459,HG1,NOX,20/06/2018 16:45,53.5,ug m-3 as NO2,P
7460,HG1,NOX,20/06/2018 17:00,43.7,ug m-3 as NO2,P
7461,HG1,NOX,20/06/2018 17:15,18.8,ug m-3 as NO2,P
7462,HG1,NOX,20/06/2018 17:30,28.2,ug m-3 as NO2,P
7463,HG1,NOX,20/06/2018 17:45,22.3,ug m-3 as NO2,P
7464,HG1,NOX,20/06/2018 18:00,15.8,ug m-3 as NO2,P
7465,HG1,NOX,20/06/2018 18:15,15.6,ug m-3 as NO2,P
7466,HG1,NOX,20/06/2018 18:30,13.7,ug m-3 as NO2,P
7467,HG1,NOX,20/06/2018 18:45,12.1,ug m-3 as NO2,P
7468,HG1,NOX,20/06/2018 19:00,16.2,ug m-3 as NO2,P
7469,HG1,NOX,20/06/2018 19:15,27.0,ug m-3 as NO2,P
7470,HG1,NOX,20/06/2018 19:30,21.2,ug m-3 as NO2,P
7471,HG1,NOX,20/06/2018 19:45,27.8,ug m-3 as NO2,P
7472,HG1,NOX,20/06/2018 20:00,24.1,ug m-3 as NO2,P
7473,HG1,NOX,20/06/2018 20:15,20.7,ug m-3 as NO2,P
7474,HG1,NOX,20/06/2018 20:30,14.3,ug m-3 as NO2,P
7475,HG1,NOX,20/06/2018 20:45,22.4,ug m-3 as NO2,P
7476,HG1,NOX,20/06/2018 21:00,22.0,ug m-3 as NO2,P
7477,HG1,NOX,20/06/2018 21:15,20.8,ug m-3 as NO2,P
7478,HG1,NOX,20/06/2018 21:30,23.6,ug m-3 as NO2,P
7479,HG1,NOX,20/06/2018 21:45,24.7,ug m-3 as NO2,P
7480,HG1,NOX,20/06/2018 22:00,22.5,ug m-3 as NO2,P
7481,HG1,NOX,20/06/2018 22:15,20.0,ug m-3 as NO2,P
7482,HG1,NOX,20/06/2018 22:30,19.6,ug m-3 as NO2,P
7483,HG1,NOX,20/06/2018 22:45,16.6,ug m-3 as NO2,P
7484,HG1,NOX,20/06/2018 23:00,28.2,ug m-3 as NO2,P
7485,HG1,NOX,20/06/2018 23:15,16.5,ug m-3 as NO2,P
7486,HG1,NOX,20/06/2018 23:30,14.2,ug m-3 as NO2,P
7487,HG1,NOX,20/06/2018 23:45,12.5,ug m-3 as NO2,P
7488,HG1,NOX,21/06/2018 00:00,8.2,ug m-3 as NO2,P
7489,HG1,NOX,21/06/2018 00:15,9.8,ug m-3 as NO2,P
7490,HG1,NOX,21/06/2018 00:30,9.4,ug m-3 as NO2,P
7491,HG1,NOX,21/06/2018 00:45,,ug m-3 as NO2,P
7492,HG1,NOX,21/06/2018 01:00,,ug m-3 as NO2,P
7493,HG1,NOX,21/06/2018 01:15,11.9,ug m-3 as NO2,P
7494,HG1,NOX,21/06/2018 01:30,11.7,ug m-3 as NO2,P
7495,HG1,NOX,21/06/2018 01:45,13.1,ug m-3 as NO2,P
7496,HG1,NOX,21/06/2018 02:00,10.1,ug m-3 as NO2,P
7497,HG1,NOX,21/06/2018 02:15,10.2,ug m-3 as NO2,P
7498,HG1,NOX,21/06/2018 02:30,12.0,ug m-3 as NO2,P
7499,HG1,NOX,21/06/2018 02:45,13.3,ug m-3 as NO2,P
7500,HG1,NOX,21/06/2018 03:00,14.2,ug m-3 as NO2,P
7501,HG1,NOX,21/06/2018 03:15,10.8,ug m-3 as NO2,P
7502,HG1,NOX,21/06/2018 03:30,9.3,ug m-3 as NO2,P
7503,HG1,NOX,21/06/2018 03:45,11.9,ug m-3 as NO2,P
7504,HG1,NOX,21/06/2018 04:00,10.7,ug m-3 as NO2,P
7505,HG1,NOX,21/06/2018 04:15,17.0,ug m-3 as NO2,P
7506,HG1,NOX,21/06/2018 04:30,16.3,ug m-3 as NO2,P
7507,HG1,NOX,21/06/2018 04:45,24.6,ug m-3 as NO2,P
7508,HG1,NOX,21/06/2018 05:00,21.6,ug m-3 as NO2,P
7509,HG1,NOX,21/06/2018 05:15,17.1,ug m-3 as NO2,P
7510,HG1,NOX,21/06/2018 05:30,21.8,ug m-3 as NO2,P
7511,HG1,NOX,21/06/2018 05:45,33.2,ug m-3 as NO2,P
7512,HG1,NOX,21/06/2018 06:00,28.2,ug m-3 as NO2,P
7513,HG1,NOX,21/06/2018 06:15,30.3,ug m-3 as NO2,P
7514,HG1,NOX,21/06/2018 06:30,31.6,ug m-3 as NO2,P
7515,HG1,NOX,21/06/2018 06:45,32.1,ug m-3 as NO2,P
7516,HG1,NOX,21/06/2018 07:00,32.0,ug m-3 as NO2,P
7517,HG1,NOX,21/06/2018 07:15,35.7,ug m-3 as NO2,P
7518,HG1,NOX,21/06/2018 07:30,38.7,ug m-3 as NO2,P
7519,HG1,NOX,21/06/2018 07:45,54.4,ug m-3 as NO2,P
7520,HG1,NOX,21/06/2018 08:00,36.1,ug m-3 as NO2,P
7521,HG1,NOX,21/06/2018 08:15,37.0,ug m-3 as NO2,P
7522,HG1,NOX,21/06/2018 08:30,36.8,ug m-3 as NO2,P
7523,HG1,NOX,21/06/2018 08:45,29.4,ug m-3 as NO2,P
7524,HG1,NOX,21/06/2018 09:00,42.7,ug m-3 as NO2,P
7525,HG1,NOX,21/06/2018 09:15,33.2,ug m-3 as NO2,P
7526,HG1,NOX,21/06/2018 09:30,21.7,ug m-3 as NO2,P
7527,HG1,NOX,21/06/2018 09:45,46.0,ug m-3 as NO2,P
7528,HG1,NOX,21/06/2018 10:00,37.9,ug m-3 as NO2,P
7529,HG1,NOX,21/06/2018 10:15,32.6,ug m-3 as NO2,P
7530,HG1,NOX,21/06/2018 10:30,31.4,ug m-3 as NO2,P
7531,HG1,NOX,21/06/2018 10:45,34.4,ug m-3 as NO2,P
7532,HG1,NOX,21/06/2018 11:00,38.1,ug m-3 as NO2,P
7533,HG1,NOX,21/06/2018 11:15,47.0,ug m-3 as NO2,P
7534,HG1,NOX,21/06/2018 11:30,60.6,ug m-3 as NO2,P
7535,HG1,NOX,21/06/2018 11:45,41.6,ug m-3 as NO2,P
7536,HG1,NOX,21/06/2018 12:00,37.5,ug m-3 as NO2,P
7537,HG1,NOX,21/06/2018 12:15,34.4,ug m-3 as NO2,P
7538,HG1,NOX,21/06/2018 12:30,34.6,ug m-3 as NO2,P
7539,HG1,NOX,21/06/2018 12:45,27.9,ug m-3 as NO2,P
7540,HG1,NOX,21/06/2018 13:00,41.2,ug m-3 as NO2,P
7541,HG1,NOX,21/06/2018 13:15,51.5,ug m-3 as NO2,P
7542,HG1,NOX,21/06/2018 13:30,43.3,ug m-3 as NO2,P
7543,HG1,NOX,21/06/2018 13:45,56.6,ug m-3 as NO2,P
7544,HG1,NOX,21/06/2018 14:00,59.1,ug m-3 as NO2,P
7545,HG1,NOX,21/06/2018 14:15,30.9,ug m-3 as NO2,P
7546,HG1,NOX,21/06/2018 14:30,40.0,ug m-3 as NO2,P
7547,HG1,NOX,21/06/2018 14:45,36.3,ug m-3 as NO2,P
7548,HG1,NOX,21/06/2018 15:00,43.3,ug m-3 as NO2,P
7549,HG1,NOX,21/06/2018 15:15,37.0,ug m-3 as NO2,P
7550,HG1,NOX,21/06/2018 15:30,36.9,ug m-3 as NO2,P
7551,HG1,NOX,21/06/2018 15:45,69.9,ug m-3 as NO2,P
7552,HG1,NOX,21/06/2018 16:00,52.2,ug m-3 as NO2,P
7553,HG1,NOX,21/06/2018 16:15,58.9,ug m-3 as NO2,P
7554,HG1,NOX,21/06/2018 16:30,82.9,ug m-3 as NO2,P
7555,HG1,NOX,21/06/2018 16:45,40.9,ug m-3 as NO2,P
7556,HG1,NOX,21/06/2018 17:00,44.8,ug m-3 as NO2,P
7557,HG1,NOX,21/06/2018 17:15,39.5,ug m-3 as NO2,P
7558,HG1,NOX,21/06/2018 17:30,49.4,ug m-3 as NO2,P
7559,HG1,NOX,21/06/2018 17:45,56.9,ug m-3 as NO2,P
7560,HG1,NOX,21/06/2018 18:00,46.8,ug m-3 as NO2,P
7561,HG1,NOX,21/06/2018 18:15,50.9,ug m-3 as NO2,P
7562,HG1,NOX,21/06/2018 18:30,48.4,ug m-3 as NO2,P
7563,HG1,NOX,21/06/2018 18:45,39.0,ug m-3 as NO2,P
7564,HG1,NOX,21/06/2018 19:00,40.5,ug m-3 as NO2,P
7565,HG1,NOX,21/06/2018 19:15,33.3,ug m-3 as NO2,P
7566,HG1,NOX,21/06/2018 19:30,22.1,ug m-3 as NO2,P
7567,HG1,NOX,21/06/2018 19:45,28.6,ug m-3 as NO2,P
7568,HG1,NOX,21/06/2018 20:00,25.7,ug m-3 as NO2,P
7569,HG1,NOX,21/06/2018 20:15,24.5,ug m-3 as NO2,P
7570,HG1,NOX,21/06/2018 20:30,28.0,ug m-3 as NO2,P
7571,HG1,NOX,21/06/2018 20:45,29.0,ug m-3 as NO2,P
7572,HG1,NOX,21/06/2018 21:00,29.3,ug m-3 as NO2,P
7573,HG1,NOX,21/06/2018 21:15,32.9,ug m-3 as NO2,P
7574,HG1,NOX,21/06/2018 21:30,31.7,ug m-3 as NO2,P
7575,HG1,NOX,21/06/2018 21:45,27.3,ug m-3 as NO2,P
7576,HG1,NOX,21/06/2018 22:00,31.5,ug m-3 as NO2,P
7577,HG1,NOX,21/06/2018 22:15,33.0,ug m-3 as NO2,P
7578,HG1,NOX,21/06/2018 22:30,37.1,ug m-3 as NO2,P
7579,HG1,NOX,21/06/2018 22:45,31.7,ug m-3 as NO2,P
7580,HG1,NOX,21/06/2018 23:00,26.9,ug m-3 as NO2,P
7581,HG1,NOX,21/06/2018 23:15,26.1,ug m-3 as NO2,P
7582,HG1,NOX,21/06/2018 23:30,27.8,ug m-3 as NO2,P
7583,HG1,NOX,21/06/2018 23:45,24.3,ug m-3 as NO2,P
7584,HG1,NOX,22/06/2018 00:00,23.4,ug m-3 as NO2,P
7585,HG1,NOX,22/06/2018 00:15,22.1,ug m-3 as NO2,P
7586,HG1,NOX,22/06/2018 00:30,21.9,ug m-3 as NO2,P
7587,HG1,NOX,22/06/2018 00:45,,ug m-3 as NO2,P
7588,HG1,NOX,22/06/2018 01:00,,ug m-3 as NO2,P
7589,HG1,NOX,22/06/2018 01:15,19.8,ug m-3 as NO2,P
7590,HG1,NOX,22/06/2018 01:30,18.9,ug m-3 as NO2,P
7591,HG1,NOX,22/06/2018 01:45,18.4,ug m-3 as NO2,P
7592,HG1,NOX,22/06/2018 02:00,16.8,ug m-3 as NO2,P
7593,HG1,NOX,22/06/2018 02:15,18.3,ug m-3 as NO2,P
7594,HG1,NOX,22/06/2018 02:30,17.7,ug m-3 as NO2,P
7595,HG1,NOX,22/06/2018 02:45,18.7,ug m-3 as NO2,P
7596,HG1,NOX,22/06/2018 03:00,17.7,ug m-3 as NO2,P
7597,HG1,NOX,22/06/2018 03:15,17.6,ug m-3 as NO2,P
7598,HG1,NOX,22/06/2018 03:30,20.0,ug m-3 as NO2,P
7599,HG1,NOX,22/06/2018 03:45,28.0,ug m-3 as NO2,P
7600,HG1,NOX,22/06/2018 04:00,22.5,ug m-3 as NO2,P
7601,HG1,NOX,22/06/2018 04:15,25.1,ug m-3 as NO2,P
7602,HG1,NOX,22/06/2018 04:30,41.6,ug m-3 as NO2,P
7603,HG1,NOX,22/06/2018 04:45,44.6,ug m-3 as NO2,P
7604,HG1,NOX,22/06/2018 05:00,41.0,ug m-3 as NO2,P
7605,HG1,NOX,22/06/2018 05:15,57.3,ug m-3 as NO2,P
7606,HG1,NOX,22/06/2018 05:30,51.7,ug m-3 as NO2,P
7607,HG1,NOX,22/06/2018 05:45,53.6,ug m-3 as NO2,P
7608,HG1,NOX,22/06/2018 06:00,64.1,ug m-3 as NO2,P
7609,HG1,NOX,22/06/2018 06:15,68.2,ug m-3 as NO2,P
7610,HG1,NOX,22/06/2018 06:30,57.1,ug m-3 as NO2,P
7611,HG1,NOX,22/06/2018 06:45,52.8,ug m-3 as NO2,P
7612,HG1,NOX,22/06/2018 07:00,85.1,ug m-3 as NO2,P
7613,HG1,NOX,22/06/2018 07:15,68.1,ug m-3 as NO2,P
7614,HG1,NOX,22/06/2018 07:30,66.3,ug m-3 as NO2,P
7615,HG1,NOX,22/06/2018 07:45,86.4,ug m-3 as NO2,P
7616,HG1,NOX,22/06/2018 08:00,73.6,ug m-3 as NO2,P
7617,HG1,NOX,22/06/2018 08:15,60.4,ug m-3 as NO2,P
7618,HG1,NOX,22/06/2018 08:30,46.0,ug m-3 as NO2,P
7619,HG1,NOX,22/06/2018 08:45,54.5,ug m-3 as NO2,P
7620,HG1,NOX,22/06/2018 09:00,50.7,ug m-3 as NO2,P
7621,HG1,NOX,22/06/2018 09:15,57.9,ug m-3 as NO2,P
