,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
3595,Address: 2127 33rd Avenue,San FranciscoSales price: 1420000Sales date: 06/04/2015Bedrooms: 3Square feet: 1672Lot size: 2996,2127 33rd Ave,3,3,1672,06/04/2015,1420000,37.747416,-122.491372,Parkside,7,SingleFamily,1945,1399705,1094000,94116,15117361
3596,Address: 635 7th Avenue,San FranciscoSales price: 1885000Sales date: 06/04/2015Bedrooms: 3Square feet: 2000Lot size: 2996,635 7th Ave,2,3,2100,06/04/2015,1885000,37.776472,-122.465359,Inner Richmond,6,SingleFamily,1912,1891718,1679000,94118,15098307
3597,Address: 868 44th Avenue,San FranciscoSales price: 1200000Sales date: 06/04/2015Bedrooms: 0Square feet: 1542Lot size: 3118,868 44th Ave,2,2,1542,06/04/2015,1200000,37.772231,-122.504258,Outer Richmond,7,SingleFamily,1924,1178659,1187700,94121,15100386
3598,Address: 642 35th Avenue,San FranciscoSales price: 1480000Sales date: 06/04/2015Bedrooms: 4Square feet: 2122Lot size: 2996,642 35th Ave,3,3,2122,06/04/2015,1480000,37.77686,-122.494922,Outer Richmond,7,SingleFamily,1924,1458084,1187700,94121,15095887
3599,Address: 743 19th Avenue,San FranciscoSales price: 1790000Sales date: 06/04/2015Bedrooms: 4Square feet: 1862Lot size: 2996,743 19th Ave,2.5,4,1862,06/04/2015,1790000,37.773886,-122.478167,Central Richmond,8,SingleFamily,1921,1841851,1480400,94121,15099268
3601,Address: 1871 8th Avenue,San FranciscoSales price: 2050000Sales date: 06/04/2015Bedrooms: 6Square feet: 3639Lot size: 3000,1871-1873 8TH Ave,4,6,3639,06/04/2015,2050000,37.75344,-122.464832,Inner Sunset,13,Duplex,1983,2089078,1348400,94122,15111774
3604,Address: 3817 26th Street,San FranciscoSales price: 1650000Sales date: 06/04/2015Bedrooms: 0Square feet: 1778Lot size: 1746,3817 26th St,2.5,3,2040,06/04/2015,1650000,37.748444,-122.425369,Eureka Valley - Dolores Heights - Castro,8,SingleFamily,1960,1779819,1718500,94131,15181839
3605,Address: 530 Gellert Drive,San FranciscoSales price: 1889000Sales date: 06/04/2015Bedrooms: 0Square feet: 2521Lot size: 3855,530 Gellert Dr,3,4,2521,06/04/2015,1889000,37.730491,-122.488082,Lakeshore,8,SingleFamily,1953,1507699,1237900,94132,15198026
3609,Address: 425 1st Street #4908,San FranciscoSales price: 1200000Sales date: 06/03/2015Bedrooms: 1Square feet: 755Lot size: 56024,425 1st St UNIT 4908,1,1,755,06/03/2015,1200000,37.786064,-122.392173,South Beach,3,Condominium,2008,1164912,1269100,94105,89239186
3611,Address: 260 King Street #961,San FranciscoSales price: 615000Sales date: 06/03/2015Bedrooms: 0Square feet: 618Lot size: 213232,260 King St UNIT 961,1,0,618,06/03/2015,615000,37.777641,-122.393417,South of Market,1,Condominium,2004,649280,957300,94107,69819799
3613,Address: 555 4th Street #919,San FranciscoSales price: 1540000Sales date: 06/03/2015Bedrooms: 2Square feet: 1153Lot size: 63237,555 4th St UNIT 919,2,2,1153,06/04/2015,1540000,37.779422,-122.39669,South of Market,5,Condominium,2006,1519225,957300,94107,79846173
3615,Address: 2970 21st Street,San FranciscoSales price: 1420000Sales date: 06/03/2015Bedrooms: 5Square feet: 3100Lot size: 2750,2970-2972 21ST St,5.5,9,5124,06/03/2015,1410000,37.75757,-122.41397,Mission,21,MultiFamily2To4,1900,1323486,1167700,94110,15145780
3616,Address: 1233 Guerrero Street,San FranciscoSales price: 1428000Sales date: 06/03/2015Bedrooms: 0Square feet: 0Lot size: 2546,1233 Guerrero St,2,3,1350,06/03/2015,1428000,37.751413,-122.422488,Mission,8,Condominium,1894,2317038,1167700,94110,15180348
3622,Address: 2431 Filbert Street,San FranciscoSales price: 1725000Sales date: 06/03/2015Bedrooms: 3Square feet: 1650Lot size: 2812,2431 Filbert St,3,3,1650,06/03/2015,1725000,37.79729,-122.43947,Cow Hollow,6,Condominium,1932,1942560,2134300,94123,15071848
3623,Address: 197 Joost Avenue #199,San FranciscoSales price: 375000Sales date: 06/03/2015Bedrooms: 0Square feet: 2750Lot size: 2495,197-199 Joost Ave #199,3,0,2750,06/03/2015,375000,37.732238,-122.439467,Sunnyside,11,MultiFamily2To4,1908,1663017,1030800,94131,15185999
3624,Address: 99 Surrey Street,San FranciscoSales price: 805000Sales date: 06/03/2015Bedrooms: 1Square feet: 790Lot size: 1346,99 Surrey St,1,1,790,06/03/2015,805000,37.736005,-122.434209,Glen Park,5,SingleFamily,1900,987068,1628900,94131,15185371
3650,Address: 249 Whitney Street,San FranciscoSales price: 1910000Sales date: 06/03/2015Bedrooms: 4Square feet: 1990Lot size: 2243,249 Whitney St,2.5,3,1990,06/03/2015,1910000,37.738094,-122.427099,Glen Park,8,SingleFamily,1905,1959146,1628900,94131,15184179
3651,Address: 300 Valley Street #7,San FranciscoSales price: 1950000Sales date: 06/03/2015Bedrooms: 2Square feet: 1642Lot size: 11103,300 Valley St APT 7,2,2,1642,06/03/2015,1950000,37.744495,-122.429392,Noe Valley,5,Condominium,1920,3519600,1751900,94131,15182989
3652,Address: 2 Ankeny Street,San FranciscoSales price: 925000Sales date: 06/03/2015Bedrooms: 4Square feet: 2128Lot size: 3017,2 Ankeny St,3,4,2128,06/03/2015,925000,37.718576,-122.40356,Visitacion Valley,7,SingleFamily,1976,960272,690400,94134,15172653
3655,Address: 451 Kansas Street #438,San FranciscoSales price: 625500Sales date: 06/02/2015Bedrooms: 0Square feet: 436Lot size: 80311,451 Kansas St UNIT 438,1,0,436,06/02/2015,625500,37.764114,-122.402984,Potrero Hill,2,Condominium,2007,637181,1264000,94107,89239663
3658,Address: 1379 Rhode Island Street,San FranciscoSales price: 1725000Sales date: 06/02/2015Bedrooms: 3Square feet: 2005Lot size: 2500,1379 Rhode Island St,3,3,2005,06/02/2015,1725000,37.752299,-122.401062,Potrero Hill,7,SingleFamily,1907,1732858,1264000,94107,15152244
3659,Address: 1 Daniel Burnham Court #903,San FranciscoSales price: 780000Sales date: 06/02/2015Bedrooms: 1Square feet: 821Lot size: 46157,1 Daniel Burnham Ct APT 903,1,1,821,03/27/2015,800000,37.786755,-122.4225,Van Ness - Civic Center,3,Condominium,1988,821604,839200,94109,15076672
3660,Address: 305 Nevada Street,San FranciscoSales price: 645000Sales date: 06/02/2015Bedrooms: 1Square feet: 780Lot size: 1751,305 Nevada St,1,1,780,07/30/2015,875000,37.737964,-122.411337,Bernal Heights,4,SingleFamily,1907,884085,1214400,94110,15163136
3661,Address: 15 Winfield Street,San FranciscoSales price: 1455000Sales date: 06/02/2015Bedrooms: 2Square feet: 1508Lot size: 1751,15 Winfield St,2,3,1508,06/02/2015,1455000,37.74507,-122.416711,Bernal Heights,8,SingleFamily,1924,1616320,1214400,94110,15161116
3662,Address: 724 Excelsior Avenue,San FranciscoSales price: 720000Sales date: 06/02/2015Bedrooms: 0Square feet: 875Lot size: 1245,724 Excelsior Ave,2,2,875,06/02/2015,720000,37.723242,-122.427711,Excelsior,4,SingleFamily,1926,618297,757400,94112,15169749
3663,Address: 151 Beaver Street,San FranciscoSales price: 800000Sales date: 06/02/2015Bedrooms: 0Square feet: 1725Lot size: 2352,151 Beaver St,1,2,1725,06/02/2015,1850000,37.764873,-122.436777,Corona Heights,5,Apartment,1906,1606882,1449300,94114,15127136
3664,Address: 69 Saturn Street #69A,San FranciscoSales price: 1525000Sales date: 06/02/2015Bedrooms: 0Square feet: 1560Lot size: 2141,69A Saturn St,2,2,1560,06/02/2015,1525000,37.762503,-122.442292,Corona Heights,9,MultiFamily2To4,1906,1519890,1449300,94114,15128157
3665,Address: 471 Jersey Street,San FranciscoSales price: 1825000Sales date: 06/02/2015Bedrooms: 2Square feet: 1555Lot size: 3420,471 Jersey St,1.5,3,1555,06/02/2015,1825000,37.750156,-122.435554,Noe Valley,6,Condominium,1923,1858479,1751900,94114,82786450
3667,Address: 2431 26th Avenue,San FranciscoSales price: 1335000Sales date: 06/02/2015Bedrooms: 0Square feet: 2268Lot size: 2996,2431 26th Ave,3,3,2268,06/02/2015,1335000,37.742079,-122.483477,Parkside,8,SingleFamily,1916,1384752,1094000,94116,15122389
3668,Address: 2518 35th Avenue,San FranciscoSales price: 1425000Sales date: 06/02/2015Bedrooms: 0Square feet: 1240Lot size: 2996,2518 35th Ave,1,2,1240,06/02/2015,1425000,37.740027,-122.492348,Parkside,5,SingleFamily,1936,1361862,1094000,94116,15123889
3669,Address: 1572 Grove Street,San FranciscoSales price: 1280000Sales date: 06/02/2015Bedrooms: 0Square feet: 0Lot size: 0,1572 Grove St,1,3,1469,06/02/2015,1280000,37.77539,-122.442435,North Panhandle,7,Condominium,1890,1354852,1211900,94117,125218258
3670,Address: 628 Haight Street,San FranciscoSales price: 1540000Sales date: 06/02/2015Bedrooms: 0Square feet: 1329Lot size: 3437,628 Haight St,1,3,1535,06/02/2015,1540000,37.772064,-122.433033,Hayes Valley,6,Condominium,1895,1557850,1202900,94117,61325071
3672,Address: 825 La Playa Street #424,San FranciscoSales price: 730000Sales date: 06/02/2015Bedrooms: 2Square feet: 1084Lot size: 26603,825 La Playa St APT 424,2,2,1084,06/02/2015,730000,37.772705,-122.510427,Outer Richmond,5,Condominium,1983,785473,1187700,94121,15100721
3673,Address: 695 22nd Avenue,San FranciscoSales price: 1115000Sales date: 06/02/2015Bedrooms: 0Square feet: 1344Lot size: 1742,695 22nd Ave,2,2,1344,06/02/2015,1115000,37.774716,-122.481365,Central Richmond,6,SingleFamily,1922,1230464,1480400,94121,15097698
3674,Address: 143 20th Avenue,San FranciscoSales price: 2400000Sales date: 06/02/2015Bedrooms: 3Square feet: 1758Lot size: 3000,143 20th Ave,2.5,3,2347,06/02/2015,2400000,37.785162,-122.480056,Lake,9,SingleFamily,1911,2229226,2202400,94121,15090211
3675,Address: 1742 34th Avenue,San FranciscoSales price: 928000Sales date: 06/02/2015Bedrooms: 2Square feet: 1688Lot size: 2962,1742 34th Ave,2,2,1688,06/02/2015,928000,37.754591,-122.492293,Central Sunset,6,SingleFamily,1940,1054291,1111300,94122,15110683
3678,Address: 356 Urbano Drive,San FranciscoSales price: 1000000Sales date: 06/02/2015Bedrooms: 4Square feet: 1745Lot size: 6555,356 Urbano Dr,1,4,1745,06/02/2015,1000000,37.72544,-122.470077,Ingleside Terrace,6,SingleFamily,1918,1680660,1621200,94127,15187142
3679,Address: 121 Marview Way,San FranciscoSales price: 1000000Sales date: 06/02/2015Bedrooms: 0Square feet: 1274Lot size: 3036,121 Marview Way,4,5,2041,06/02/2015,1000000,37.754477,-122.449255,Midtown Terrace,11,SingleFamily,1958,1273499,1108400,94131,15131117
3681,Address: 523 Valley Street,San FranciscoSales price: 2150000Sales date: 06/02/2015Bedrooms: 2Square feet: 1688Lot size: 2850,523 Valley St,2.5,3,1688,06/02/2015,2150000,37.743817,-122.434,Noe Valley,6,SingleFamily,1916,2101540,1751900,94131,15200085
3682,Address: 601 Van Ness Avenue #506,San FranciscoSales price: 575000Sales date: 06/01/2015Bedrooms: 1Square feet: 718Lot size: 105806,601 Van Ness Ave APT 506,1,1,718,06/01/2015,575000,37.781386,-122.421406,Van Ness - Civic Center,3,Condominium,1982,629642,839200,94102,15077662
3684,Address: 520 6th Street #21,San FranciscoSales price: 1460000Sales date: 06/01/2015Bedrooms: 0Square feet: 1844Lot size: 12033,520 6th St APT 21,2,2,1501,06/01/2015,1460000,37.775459,-122.402389,South of Market,5,Condominium,2001,1506459,957300,94103,80737358
3687,Address: 116 Connecticut Street #1,San FranciscoSales price: 1200000Sales date: 06/01/2015Bedrooms: 2Square feet: 1275Lot size: 2500,116 Connecticut St # 1,2,2,1275,06/01/2015,1200000,37.764652,-122.398009,Potrero Hill,4,Condominium,1989,1255148,1264000,94107,15148921
3688,Address: 650 Delancey Street #216,San FranciscoSales price: 1850000Sales date: 06/01/2015Bedrooms: 2Square feet: 1565Lot size: 61922,650 Delancey St APT 216,2,2,1565,06/01/2015,1850000,37.782775,-122.389686,South Beach,3,Condominium,1996,1946096,1269100,94107,80743041
3691,Address: 2169 Folsom Street #M202,San FranciscoSales price: 1375000Sales date: 06/01/2015Bedrooms: 2Square feet: 1166Lot size: 29584,2169 Folsom St APT M202,2,2,1166,06/01/2015,1375000,37.76282,-122.414655,Mission,5,Condominium,2001,1396809,1167700,94110,59700418
3692,Address: 39 Arnold Avenue,San FranciscoSales price: 1570000Sales date: 06/01/2015Bedrooms: 0Square feet: 1175Lot size: 3197,39 Arnold Ave,5,5,2479,06/01/2015,1570000,37.734474,-122.419369,Bernal Heights,5,SingleFamily,1942,1462932,1214400,94110,15164494
3694,Address: 130 Landers Street #A,San FranciscoSales price: 1305000Sales date: 06/01/2015Bedrooms: 2Square feet: 1231Lot size: 26284,130 Landers St APT A,2,2,1231,06/01/2015,1305000,37.765575,-122.42819,Mission,5,Condominium,1983,1358535,1167700,94114,15143458
3695,Address: 2761 Pine Street,San FranciscoSales price: 1900000Sales date: 06/01/2015Bedrooms: 0Square feet: 2668Lot size: 2286,2761 Pine St,3,4,2668,06/01/2015,1900000,37.786762,-122.441241,Lower Pacific Heights,9,SingleFamily,1900,2764870,1146900,94115,15083124
3702,Address: 46 Desmond Street,San FranciscoSales price: 721000Sales date: 06/01/2015Bedrooms: 0Square feet: 1250Lot size: 2639,46 Desmond St,1,2,1250,06/01/2015,721000,37.711134,-122.405326,Visitacion Valley,5,SingleFamily,1927,725131,690400,94134,15174268
3703,Address: 175 Langton Street #2,San FranciscoSales price: 810000Sales date: 05/29/2015Bedrooms: 0Square feet: 980Lot size: 3747,175 Langton St APT 2,1.5,1,980,05/29/2015,810000,37.775531,-122.407112,South of Market,2,Condominium,1999,870926,957300,94103,80746104
3704,Address: 201 Harrison Street #806,San FranciscoSales price: 605000Sales date: 05/29/2015Bedrooms: 0Square feet: 432Lot size: 38449,201 Harrison St APT 806,1,0,432,05/29/2015,605000,37.787585,-122.39048,South Beach,1,Condominium,1991,599168,1269100,94105,15148336
3705,Address: 246 2nd Street #1301,San FranciscoSales price: 799000Sales date: 05/29/2015Bedrooms: 1Square feet: 668Lot size: 12933,246 2nd St APT 1301,1,1,668,05/29/2015,799000,37.78575,-122.397404,Yerba Buena,3,MultiFamily2To4,2000,828497,993200,94105,53153523
3707,Address: 500 Bryant Street #102,San FranciscoSales price: 1089000Sales date: 05/29/2015Bedrooms: 0Square feet: 1297Lot size: 6201,500 Bryant St UNIT 102,2.5,2,1297,05/29/2015,1089000,37.781323,-122.396231,South of Market,5,Condominium,2000,1174800,957300,94107,80733988
3711,Address: 900 Bush Street #617,San FranciscoSales price: 730000Sales date: 05/29/2015Bedrooms: 2Square feet: 831Lot size: 37816,900 Bush St APT 617,2,1,831,05/29/2015,730000,37.789945,-122.412735,Downtown,5,Condominium,1981,816828,795400,94109,15069073
3712,Address: 2010 Jackson Street,San FranciscoSales price: 11500000Sales date: 05/29/2015Bedrooms: 0Square feet: 4798Lot size: 6128,2010 Jackson St,6,4,4798,05/29/2015,11500000,37.793532,-122.428354,Pacific Heights,8,SingleFamily,1960,11933093,1884400,94109,15073505
3713,Address: 281 Nevada Street,San FranciscoSales price: 980000Sales date: 05/29/2015Bedrooms: 2Square feet: 846Lot size: 2188,281 Nevada St,1,2,846,05/29/2015,980000,37.738567,-122.411279,Bernal Heights,4,SingleFamily,1906,1001353,1214400,94110,15162922
3714,Address: 3776 Cesar Chavez,San FranciscoSales price: 1010000Sales date: 05/29/2015Bedrooms: 1Square feet: 1016Lot size: 792,3776 Cesar Chavez,1,1,1017,05/29/2015,1010000,37.748038,-122.424048,Mission,5,SingleFamily,1947,1009876,1167700,94110,15181856
3715,Address: 39 Santa Marina Street,San FranciscoSales price: 1150000Sales date: 05/29/2015Bedrooms: 1Square feet: 1027Lot size: 1023,39 Santa Marina St,2,2,1200,05/29/2015,1150000,37.740407,-122.42214,Bernal Heights,6,SingleFamily,1906,1162130,1214400,94110,89238987
3716,Address: 2207 Bryant Street,San FranciscoSales price: 1450000Sales date: 05/29/2015Bedrooms: 2Square feet: 1373Lot size: 1889,2207 Bryant St,2,4,1600,05/29/2015,1450000,37.759017,-122.409446,Mission,7,Condominium,1907,1280504,1167700,94110,64971647
3717,Address: 871 Dolores Street #871A,San FranciscoSales price: 2300000Sales date: 05/29/2015Bedrooms: 0Square feet: 3320Lot size: 3550,871A Dolores St,2,2,3320,05/29/2015,2300000,37.755604,-122.425103,Mission,9,Duplex,1912,2325414,1167700,94110,15145998
3718,Address: 442 Collingwood Street,San FranciscoSales price: 900000Sales date: 05/29/2015Bedrooms: 0Square feet: 0Lot size: 0,440-442 Collingwood St,1,1,697,11/17/2010,700000,37.755307,-122.435908,Eureka Valley - Dolores Heights - Castro,11,Condominium,1906,833682,1718500,94114,15130758
3719,Address: 4711 18th Street,San FranciscoSales price: 1340000Sales date: 05/29/2015Bedrooms: 2Square feet: 1560Lot size: 0,4711 18th St,1.5,3,1560,05/29/2015,1340000,37.760149,-122.443643,Eureka Valley - Dolores Heights - Castro,6,Condominium,1940,1416492,1718500,94114,119684997
3721,Address: 24 Hartford Street,San FranciscoSales price: 2050000Sales date: 05/29/2015Bedrooms: 0Square feet: 1240Lot size: 2550,24 Hartford St,1.5,3,1240,05/29/2015,2050000,37.762098,-122.434289,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1900,1769045,1718500,94114,15144362
3722,Address: 1804 Ellis Street #F,San FranciscoSales price: 725000Sales date: 05/29/2015Bedrooms: 2Square feet: 825Lot size: 75086,1804 Ellis St APT F,1,2,825,05/29/2015,725000,37.78228,-122.43682,Western Addition,3,Condominium,1986,740910,971300,94115,15077435
3723,Address: 2578 California Street,San FranciscoSales price: 1425000Sales date: 05/29/2015Bedrooms: 0Square feet: 1578Lot size: 2880,2578 California St,2,2,1578,05/29/2015,1425000,37.788819,-122.436764,Pacific Heights,7,Condominium,1900,1647681,1884400,94115,53153203
3724,Address: 2785 Jackson Street #5,San FranciscoSales price: 2610000Sales date: 05/29/2015Bedrooms: 3Square feet: 1901Lot size: 5490,2785 Jackson St APT 5,3,3,1901,05/29/2015,2610000,37.791512,-122.440793,Pacific Heights,7,Condominium,1927,2640086,1884400,94115,15081229
3725,Address: 1971 12th Avenue,San FranciscoSales price: 1530000Sales date: 05/29/2015Bedrooms: 0Square feet: 1832Lot size: 3524,1971 12th Ave,2,3,1832,05/29/2015,1530000,37.751437,-122.469059,Golden Gate Heights,7,SingleFamily,1951,1432848,1449000,94116,15115082
3726,Address: 1 Pacheco Street,San FranciscoSales price: 2859000Sales date: 05/29/2015Bedrooms: 3Square feet: 2368Lot size: 8668,1 Pacheco St,3.5,3,3877,05/29/2015,2858501,37.744996,-122.461206,Forest Hill Extension,9,SingleFamily,1923,2997326,1657500,94116,15133324
3728,Address: 54 Germania Street,San FranciscoSales price: 998000Sales date: 05/29/2015Bedrooms: 0Square feet: 0Lot size: 0,54 Germania St,1,2,952,05/29/2015,998000,37.770866,-122.429403,Hayes Valley,5,Condominium,1908,994845,1202900,94117,125244580
3729,Address: 216 Divisadero Street,San FranciscoSales price: 1045000Sales date: 05/29/2015Bedrooms: 0Square feet: 0Lot size: 2650,216 Divisadero St,5,5,3441,05/29/2015,1045000,37.770709,-122.436595,Hayes Valley,14,MultiFamily2To4,1900,1764094,1202900,94117,15086849
3731,Address: 147 17th Avenue,San FranciscoSales price: 1500000Sales date: 05/29/2015Bedrooms: 0Square feet: 1912Lot size: 3476,147 17th Ave,2,2,1912,05/29/2015,1500000,37.785202,-122.476836,Lake,7,MultiFamily2To4,1911,2076380,2202400,94121,15090116
3732,Address: 468 42nd Avenue,San FranciscoSales price: 1775000Sales date: 05/29/2015Bedrooms: 4Square feet: 2460Lot size: 1900,468 42nd Ave,2.5,3,2460,06/05/2015,1775000,37.77996,-122.502743,Outer Richmond,8,SingleFamily,1926,1736347,1187700,94121,15092650
3733,Address: 480 29th Avenue,San FranciscoSales price: 1925000Sales date: 05/29/2015Bedrooms: 3Square feet: 2625Lot size: 2304,480 29th Ave,5,6,2778,05/29/2015,1925000,37.780365,-122.488814,Central Richmond,9,SingleFamily,1913,2073701,1480400,94121,15092151
3734,Address: 1258 43rd Avenue,San FranciscoSales price: 1150000Sales date: 05/29/2015Bedrooms: 2Square feet: 1350Lot size: 3000,1258 43rd Ave,1,2,1350,05/29/2015,1150000,37.763203,-122.502569,Outer Sunset,6,SingleFamily,1940,1160744,1030300,94122,15101049
3736,Address: 1745 North Point Street,San FranciscoSales price: 4400000Sales date: 05/29/2015Bedrooms: 5Square feet: 3776Lot size: 3438,1745 N Point St,5,5,3776,05/29/2015,4400000,37.803445,-122.435887,Marina,10,SingleFamily,1931,4887604,2157700,94123,15069800
3739,Address: 1185 Jamestown Avenue,San FranciscoSales price: 575000Sales date: 05/29/2015Bedrooms: 2Square feet: 865Lot size: 2613,1185 Jamestown Ave,2,4,1400,05/29/2015,575000,37.720353,-122.397287,Bayview,5,SingleFamily,1925,688086,719000,94124,15159567
3740,Address: 1971 Quesada Avenue,San FranciscoSales price: 620000Sales date: 05/29/2015Bedrooms: 0Square feet: 1025Lot size: 2863,1971 Quesada Ave,1,2,1025,05/29/2015,620000,37.736036,-122.396687,Silver Terrace,5,SingleFamily,1947,650833,720300,94124,15157032
3741,Address: 1845 Palou Avenue,San FranciscoSales price: 680000Sales date: 05/29/2015Bedrooms: 2Square feet: 715Lot size: 2400,1845 Palou Ave,1.5,2,1150,05/29/2015,680000,37.736364,-122.395652,Silver Terrace,4,SingleFamily,1921,666330,720300,94124,15156658
3742,Address: 840 Jamestown Avenue,San FranciscoSales price: 780000Sales date: 05/29/2015Bedrooms: 0Square feet: 1204Lot size: 2509,840 Jamestown Ave,2,3,1204,05/29/2015,780000,37.716943,-122.390332,Bayview,8,SingleFamily,1962,814744,719000,94124,15154903
3743,Address: 1978 Armstrong Avenue,San FranciscoSales price: 900500Sales date: 05/29/2015Bedrooms: 4Square feet: 1626Lot size: 2500,1978 Armstrong Ave,2.5,4,1626,05/29/2015,900500,37.729381,-122.397191,Bayview,7,SingleFamily,1996,917714,719000,94124,15158973
3745,Address: 565 Los Palmos Drive,San FranciscoSales price: 1425000Sales date: 05/29/2015Bedrooms: 0Square feet: 1521Lot size: 3972,565 Los Palmos Dr,2,3,1521,05/29/2015,1425000,37.73424,-122.454558,Westwood Highlands,9,SingleFamily,1947,1457988,1393200,94127,15137689
3746,Address: 450 Monticello Street,San FranciscoSales price: 1500000Sales date: 05/29/2015Bedrooms: 2Square feet: 2052Lot size: 4874,450 Monticello St,2,3,2052,05/29/2015,1500000,37.722413,-122.470214,Ingleside Terrace,6,SingleFamily,1925,1443345,1621200,94127,15187517
3748,Address: 141 San Pablo Avenue,San FranciscoSales price: 2330000Sales date: 05/29/2015Bedrooms: 0Square feet: 2214Lot size: 4508,141 San Pablo Ave,2,3,2900,05/29/2015,2330000,37.737312,-122.461944,St. Francis Wood,6,SingleFamily,1926,2592324,3009100,94127,15136713
3749,Address: 140 San Pablo Avenue,San FranciscoSales price: 3400000Sales date: 05/29/2015Bedrooms: 0Square feet: 3234Lot size: 4220,140 San Pablo Ave,4,4,3710,05/29/2015,3400000,37.737552,-122.462576,St. Francis Wood,10,SingleFamily,1922,3418165,3009100,94127,15136758
3750,Address: 418 Victoria Street,San FranciscoSales price: 855000Sales date: 05/29/2015Bedrooms: 2Square feet: 925Lot size: 2500,418 Victoria St,2,3,1462,05/29/2015,855000,37.718296,-122.46507,Merced Heights,6,SingleFamily,1948,896515,883100,94132,15190329
3755,Address: 8 Octavia Boulevard #802,San FranciscoSales price: 1250000Sales date: 05/28/2015Bedrooms: 0Square feet: 0Lot size: 0,8 Octavia St # 802,2,2,1001,05/28/2015,1250000,37.772243,-122.423439,Hayes Valley,5,Condominium,2014,1101226,1202900,94102,124397969
3756,Address: 1160 Mission Street #2010,San FranciscoSales price: 750000Sales date: 05/28/2015Bedrooms: 1Square feet: 626Lot size: 43557,1160 Mission St UNIT 2010,1,1,657,05/28/2015,750000,37.778705,-122.412635,South of Market,3,Condominium,2008,802369,957300,94103,83154067
3761,Address: 1521 Sutter Street #504,San FranciscoSales price: 1005000Sales date: 05/28/2015Bedrooms: 1Square feet: 842Lot size: 10328,1521 Sutter St APT 504,1,1,842,05/28/2015,1005000,37.786731,-122.425918,Lower Pacific Heights,3,Condominium,2008,1027242,1146900,94109,96032886
3762,Address: 50 Patton Street,San FranciscoSales price: 421500Sales date: 05/28/2015Bedrooms: 0Square feet: 1250Lot size: 2500,50 Patton St,2,3,1250,10/14/2015,1050000,37.737829,-122.423318,Bernal Heights,5,SingleFamily,1910,757949,1214400,94110,15163486
3763,Address: 3321 26th Street #4,San FranciscoSales price: 815000Sales date: 05/28/2015Bedrooms: 2Square feet: 1034Lot size: 3602,3321 26th St APT 4,2,2,1034,05/28/2015,815000,37.748885,-122.416415,Mission,4,Condominium,1980,862884,1167700,94110,15181906
3764,Address: 1447 Valencia Street,San FranciscoSales price: 1450000Sales date: 05/28/2015Bedrooms: 0Square feet: 3330Lot size: 2935,1447 Valencia St,1,3,1810,05/20/2015,1450000,37.749739,-122.420369,Mission,7,Condominium,1895,1344404,1167700,94110,123192694
3766,Address: 323 Munich Street,San FranciscoSales price: 825000Sales date: 05/28/2015Bedrooms: 2Square feet: 1000Lot size: 2495,323 Munich St,1,2,1000,05/28/2015,825000,37.720362,-122.426864,Excelsior,5,SingleFamily,1927,742070,757400,94112,15170591
3767,Address: 101 States Street #3,San FranciscoSales price: 1300000Sales date: 05/28/2015Bedrooms: 0Square feet: 1090Lot size: 10404,101 States St APT 3,1.5,2,1090,05/28/2015,1300000,37.763051,-122.43753,Corona Heights,6,Condominium,1977,1209007,1449300,94114,15127518
3768,Address: 846 Castro Street,San FranciscoSales price: 2130000Sales date: 05/28/2015Bedrooms: 0Square feet: 1415Lot size: 3084,846 Castro St,2,3,1415,05/28/2015,2130000,37.755337,-122.434834,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1941,1963576,1718500,94114,15130791
3769,Address: 649 Lyon Street #649,San FranciscoSales price: 925000Sales date: 05/28/2015Bedrooms: 2Square feet: 1060Lot size: 1400,649 Lyon St # 649,1,2,1060,05/28/2015,925000,37.776807,-122.443468,North Panhandle,5,Condominium,1982,940497,1211900,94117,15085495
3770,Address: 427 Carl Street,San FranciscoSales price: 1340000Sales date: 05/28/2015Bedrooms: 3Square feet: 1297Lot size: 1270,427 Carl St,2,4,1297,05/28/2015,1340000,37.764693,-122.456207,Haight-Ashbury,5,Condominium,1928,1289620,1337700,94117,89236841
3771,Address: 825 La Playa Street #430,San FranciscoSales price: 588000Sales date: 05/28/2015Bedrooms: 1Square feet: 948Lot size: 26603,825 La Playa St APT 430,1,1,948,05/28/2015,588000,37.772705,-122.510427,Outer Richmond,3,SingleFamily,1983,659744,1187700,94121,15100726
3772,Address: 499 33rd Avenue #201,San FranciscoSales price: 950000Sales date: 05/28/2015Bedrooms: 3Square feet: 1885Lot size: 13250,499 33rd Ave APT 201,2,3,1885,05/28/2015,950000,37.77999,-122.49369,Outer Richmond,6,Condominium,2004,1052799,1187700,94121,64972333
3774,Address: 747 Teresita Boulevard,San FranciscoSales price: 1100000Sales date: 05/28/2015Bedrooms: 2Square feet: 1456Lot size: 2495,747 Teresita Blvd,1,2,1456,05/28/2015,1100000,37.735123,-122.445769,Miraloma Park,6,SingleFamily,1940,1140852,1227600,94127,15136160
